20200121145255,1,0,0,0,0,0
20200121145255,2,0,0,0,542.6831488078471,1
20200121145255,3,0,0,0,43.93176527297759,1
20200121145255,4,0,0,0,8.06225774829855,1
20200121145256,5,0,0,0,9.055385138137417,1
20200121145256,6,0,0,0,3.1622776601683795,1
20200121145256,7,0,0,0,495.8154898750139,1
20200121145256,8,0,0,0,3.605551275463989,1
20200121145256,9,0,0,0,1.0,1
20200121145256,10,0,0,0,1.4142135623730951,1
20200121145256,11,0,0,0,2.23606797749979,1
20200121145256,12,0,0,0,1.4142135623730951,1
20200121145257,13,0,0,0,1.4142135623730951,1
20200121145257,14,0,0,0,2.0,1
20200121145257,15,0,0,0,486.3106003368629,1
20200121145257,16,0,0,0,487.79708896220365,1
20200121145257,17,0,0,0,2.23606797749979,1
20200121145257,18,0,0,0,3.1622776601683795,1
20200121145257,19,0,0,0,2.0,1
20200121145257,20,0,0,0,1.4142135623730951,1
20200121145257,21,0,0,0,1.4142135623730951,1
20200121145258,22,0,0,0,486.3106003368629,1
20200121145258,23,0,0,0,485.84977101980814,1
20200121145258,24,0,0,0,2.0,1
20200121145258,25,0,0,0,3.1622776601683795,1
20200121145258,26,0,0,0,2.8284271247461903,1
20200121145258,27,0,0,0,1.4142135623730951,1
20200121145258,28,0,0,0,2.23606797749979,1
20200121145258,29,0,0,0,1.0,1
20200121145258,30,0,0,0,1.4142135623730951,1
20200121145258,31,0,0,0,2.8284271247461903,1
20200121145259,32,0,0,0,2.8284271247461903,1
20200121145259,33,0,0,0,1.4142135623730951,1
20200121145259,34,0,0,0,1.0,1
20200121145259,35,0,0,0,326.5348373451139,1
20200121145259,36,0,0,0,328.69438693108225,1
20200121145259,37,0,0,0,3.1622776601683795,1
20200121145259,38,0,0,0,303.5341825890455,1
20200121145259,39,0,0,0,305.6795707926848,1
20200121145259,40,0,0,0,261.0785322465254,1
20200121145259,41,0,0,0,18.681541692269406,1
20200121145259,42,0,0,0,14.317821063276353,1
20200121145259,43,0,0,0,9.486832980505138,1
20200121145300,44,0,0,0,7.615773105863909,1
20200121145300,45,0,0,0,220.2203442009843,1
20200121145300,46,0,0,0,218.28879952943075,1
20200121145300,47,0,0,0,0.0,1
20200121145300,48,0,0,0,2.23606797749979,1
20200121145300,49,0,0,0,2.23606797749979,1
20200121145300,50,0,0,0,215.07673049402624,1
20200121145300,51,0,0,0,0.0,1
20200121145300,52,0,0,0,213.86210510513544,1
20200121145300,53,0,0,0,2.0,1
20200121145300,54,0,0,0,2.23606797749979,1
20200121145300,55,0,0,0,1.0,1
20200121145301,56,0,0,0,2.23606797749979,1
20200121145301,57,0,0,0,2.23606797749979,1
20200121145301,58,0,0,0,0.0,1
20200121145301,59,0,0,0,1.0,1
20200121145301,60,0,0,0,1.0,1
20200121145301,61,0,0,0,1.0,1
20200121145301,62,0,0,0,1.0,1
20200121145301,63,0,0,0,1.0,1
20200121145301,64,0,0,0,1.4142135623730951,1
20200121145301,65,0,0,0,213.3541656495134,1
20200121145301,66,0,0,0,213.3541656495134,1
